@relation Cities_Above_90_Without_PM10_attributesremoved

@attribute PM2.5 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute AQI numeric

@data
150.76,61.75,74.99,47.72,51.4,0.35,27.69,35.44,428
151.25,104.57,77.6,56.4,55.26,0.48,33.4,36.52,497
68.88,36.79,68.1,34.4,38.77,0.27,22.78,52.48,289
129.15,33.56,72.06,34.8,37.48,0.29,21.85,54.89,285
146.59,40.88,71.58,39.52,40.69,0.33,24.49,45.45,368
107.69,45.69,61.17,50.77,43.01,0.64,32.76,33.49,304
163.97,146.3,87.79,59.71,54.53,1.06,43.82,27.66,377
184.69,140.56,110.15,65.91,67.47,1.1,50.31,43.31,418
176.54,156.79,102.4,58.09,63.27,1,42.8,28.5,355
175.23,114.73,102.55,57.91,38.41,1.12,62.6,40.1,416
145.22,62.73,102.55,48.4,42.18,0.75,42.39,35.43,403
152.84,56.91,88.05,32.95,41.14,0.4,44.15,28.65,415
136.35,90.13,80.08,43.78,50.75,0.67,41.33,32.02,412
152.99,145.19,93.15,64.74,64.48,0.9,37.38,49.2,394
130.13,43.34,103.25,32.82,54.57,0.54,30.82,56.86,357
110.54,38.45,93.8,20.08,39.46,0,?,?,291
103.42,69.5,75.05,37.43,40.33,0.28,29.4,55.86,244
99.09,59.96,61.32,37.61,34.43,1.09,31.95,42.6,287
96.07,46.18,69.59,44.02,31,0.63,39.9,50.43,254
72.31,69.69,72.94,57.76,34.01,0.63,29.27,38.6,242
93.14,73.82,73.49,59.27,37.41,0.72,46.69,41.04,223
109.36,61.19,68.76,52.75,33.57,0.86,39.58,33.66,243
126.74,82.18,85.21,66.92,42.48,1.1,54.52,40.95,237
80.81,33.5,65.55,32.27,34.42,0.71,46.62,57.8,275
85.8,64.66,70.38,41.01,40.22,1.05,56.64,42.85,183
198.2,133.01,108.48,65.63,44.95,1.41,50.78,58.08,370
145.74,62.01,97.21,58.52,44.27,1.06,54.83,43.78,419
109.91,44.86,67.76,43.5,34.41,0.83,34.97,45.95,317
207.4,68.51,75.66,56.71,32.24,0.99,46.67,50.69,455
204.56,126.22,92.19,74.14,37.01,1.5,51.7,43.3,435
220.77,150.24,92.34,91.72,41.82,2.08,45.39,42.33,468
183.82,78.17,94.19,68.74,50.62,1.34,52.99,39.49,442
109.76,24.91,65.21,35.7,36.69,0.64,36.94,43.99,400
74.42,11.75,46.48,21.01,34.59,0.6,35.61,61.69,223
94.28,25.99,62.22,35.29,30.7,0.85,44.94,68.53,220
216.96,47.65,70.84,46.27,35.38,0.89,65.5,66.7,474
198.09,72.18,87.53,69.94,42.62,1.17,53.24,63.83,479
121.76,61.83,70.37,58.22,32.57,0.89,44.98,41.08,373
135.54,89.05,75.55,69.21,37.08,0.7,46.16,34.75,354
123.21,34.5,54.83,30.75,20.17,0.57,41.96,52.5,349
78.18,24.59,47.84,30.59,12.09,0.4,39.01,48.38,264
126.04,9.76,50.3,20.34,13.57,0.41,55.11,52.39,188
139.1,37.79,58.93,38.72,27.59,0.71,41.31,45.33,294
233.82,58.84,59.74,41.26,25.31,0.9,36.26,46.67,334
178.44,65.22,52.38,37.23,13.02,0.88,40.4,49.89,505
110.1,72.51,63.7,49.96,39.38,0.99,35.36,40.92,349
118.43,135.99,84.21,38.66,56.89,0.89,37.55,39.59,421
107.37,32.51,80.72,21.67,42.37,0.47,42.21,39.1,238
113.9,20,65.71,23.38,33.07,0.56,41.43,30.8,204
103.75,19.37,79.07,31.23,49.97,0.65,41.4,53.9,289
69.88,8.83,50.12,15.96,39.95,0.53,38.55,53.22,236
40.33,7.16,45.6,15.27,37.97,0.49,31.5,57.01,148
48.95,18.15,55.2,23.76,41.24,0.54,26.99,49,94
63.27,17.45,64.11,26.54,47.68,0.5,26.15,54.23,130
56.38,26.49,69.98,30.75,53.68,0.83,21.94,50.95,123
95.23,53.45,97.33,52.3,57.81,1.08,23,65.67,192
123.44,82.72,131.55,58.97,60.86,1.08,24.75,45.77,324
122.2,96.1,119.37,71.01,62.41,1.1,23.23,42.56,357
121.1,89.35,92.68,61.23,55.02,0.72,22.69,29.97,393
71.89,58.98,64.07,47.44,41.28,0.56,18.63,20.67,302
80.37,47.89,57.63,42.42,43.51,0.56,16.51,26.41,239
40.87,23.35,70.77,22.9,48.84,0.29,23.51,39.61,210
41.83,20.44,79.9,9.88,40.3,0,?,?,77
66.73,14.64,76.52,9.53,41.19,0,?,?,89
64.63,22.12,80.04,7.62,41.51,0,?,?,143
43.02,19.89,77.07,10.77,38.68,0,?,?,80
57.4,35.93,106.23,16.06,50.52,0,?,?,92
48.6,73.59,96.64,18.94,58.1,0,?,?,112
62,37.26,86.9,8.6,52.51,0,?,?,117
80.14,41.28,139.09,5.03,54.71,0,?,?,101
51.6,43.17,80.43,12.37,51.3,0,?,?,106
41.96,38.8,70.93,10.95,48.94,0,?,?,88
65.19,48.7,56.65,11.02,48.14,0,?,?,94
60.9,49.53,36.63,9.3,46.71,0,?,?,150
35.1,57.03,99.75,18.49,59.54,0,?,?,97
58.27,61.79,63.2,13.55,50.91,0,?,?,109
61.93,110,36.35,11.06,69.13,0,?,?,124
63.62,55.51,83.84,14.32,58.3,0,?,?,111
76.1,17.77,71.42,8.2,45.21,0,?,?,148
51.52,20.96,53.97,7.09,38.93,0,?,?,108
36.62,16.9,54.02,6.56,37.64,0,?,?,73
29.83,30.92,58.02,9.28,41.14,0,?,?,58
22.98,21.6,35.01,5.52,33.87,0,?,?,58
25.83,44.88,32.97,8.43,41.27,0,?,?,46
43.35,62.09,17.4,9.35,44.12,0,?,?,84
20.52,28.19,11.37,4.19,32.97,0,?,?,54
46.71,28.86,20.06,5.17,32.02,0,?,?,49
116.12,27.08,19.37,4.82,28.8,0,?,?,149
50.81,27.08,14.86,5.05,25.81,0,?,?,212
47.17,18.19,18.32,4.13,24.82,0,?,?,85
41.42,30,18.21,5.09,30.98,0,?,?,77
45.31,32.87,23.52,6.01,28.82,0,?,?,65
58.46,67.54,21.16,10.42,41.79,0,?,?,108
41.92,25.63,18.81,4.9,27.22,0,?,?,78
33.04,26.7,21.44,5.01,26.19,0,?,?,59
22.35,25.59,19.98,4.81,27.31,0,?,?,47
22.44,25.51,21.59,4.86,28.03,0,?,?,39
30.35,17.2,38.36,5.65,29.06,0,?,?,40
32.02,16.13,77.47,9.24,37.26,0,?,?,56
38.77,15.56,76.98,8.39,35.52,0,?,?,65
33.56,31.69,86.61,11.38,43.34,0,?,?,71
37.67,25.69,126.91,14.1,49.2,0,?,?,97
55.96,58.31,137.15,19.34,58.22,0,?,?,118
28.88,41.13,61.54,11.02,44.64,0,?,?,116
23.12,20.56,23.67,4.69,26.97,0,?,?,53
18.54,20.65,19.9,4.52,23.32,0,?,?,30
22.65,18.67,18.22,3.76,26.79,0,?,?,37
17.52,28.89,19.95,5.21,28.58,0,?,?,35
22.17,21.08,18.1,3.98,28.73,0,?,?,37
20.17,20.61,21.95,4.61,27.09,0,?,?,32
24.42,23.71,25.33,5.12,26.74,0,?,?,41
25.71,23.69,24.07,4.84,25.11,0,?,?,42
27.25,12.65,22.87,3.3,22.45,0,?,?,47
10.88,11.6,20.58,3.53,22.24,0,?,?,30
17.1,28.26,26.19,5.91,32,0,?,?,29
17.24,27.25,23.4,5.48,33.36,0,?,?,44
27.56,33.12,26.54,6.7,38.35,0,?,?,40
27.29,28.58,29.16,7.02,34.14,0,?,?,49
42.65,29.66,33.74,7.71,33.24,0,?,?,50
53.69,34.95,42.98,8.68,36.4,0,?,?,88
61.44,52.38,41.75,10.21,43.5,0,?,?,99
57.42,25.72,32.2,5.84,33.07,0,?,?,110
36.58,36.57,29.91,7.08,36.53,0,?,?,68
50.42,54.85,48.7,11.34,42.64,0,?,?,73
48.6,38.47,64,10.31,31.22,0,?,?,95
21.83,24.86,35.39,4.87,17.92,0,?,?,58
?,?,?,0,?,0,?,?,45
30.12,13.21,49.91,6.85,18.69,0,?,?,59
35.23,15.5,64.66,7.81,23.94,0,?,?,53
39.6,20.73,68.78,8.36,26.78,0,?,?,66
46.25,22.87,60.15,8.16,24.79,0,?,?,70
35.48,42.02,39.67,10.06,24.34,0,?,?,70
22.15,30.13,30.28,7.46,17.65,0,?,?,63
25.5,18.02,24.42,1.44,12.14,0,?,?,42
47.79,34.6,45.26,6.63,23.83,0,?,?,58
51.33,24.48,39.3,3.85,18.75,0,?,?,104
20.5,24.34,101.89,7.26,38.09,0,?,?,73
41.62,16.56,50.7,28.34,25.08,0.76,?,27.78,94
25.58,23.55,26.64,12.21,17.6,0.54,?,24.03,91
20.06,23.23,26.09,10.33,33.97,0.48,?,25,88
38.19,20.33,27.32,8.88,25.9,0.4,?,25.07,88
47.89,33.84,25.85,11.14,86.67,0.36,?,24.93,89
35.61,20.61,30.29,8.93,30.21,0.37,?,25.08,88
39.41,21.1,35.92,9.89,31.07,0.33,?,24.95,88
40.34,21.91,23.75,7.9,36.46,0.36,?,24.93,88
51.7,18.18,16.52,9.84,27.05,0.49,?,25.88,106
54.83,20.65,17.54,11.27,31.1,0.45,?,25.77,96
60.46,30.53,19.76,14.83,49.74,0.48,?,26.39,118
63.97,22.99,20.25,12,48,0.45,?,27.92,119
46.65,17.92,16.56,10.14,?,0.42,?,24.84,106
54.77,25.08,10.76,5.71,?,0.13,?,24.38,115
80.47,81.89,31.88,10.24,43.06,0.12,?,26.98,142
64.37,25.94,34.75,12.73,31.02,0.36,?,27.32,169
51.56,19.27,36.6,14.42,40.92,0.44,?,26.7,110
53.05,23.98,37.33,13.49,31.89,0.33,?,26.7,106
60.83,20.23,56.67,11.54,33.88,0.21,?,30.08,99
55.55,19.87,34.72,16.17,45,0.43,?,28.73,109
70.81,29.89,21.49,21.37,56.47,0.44,?,31.95,137
55.93,27.16,22.74,16.34,31.36,0.46,?,23.1,144
11.81,20.34,22.4,11.24,17.63,0.32,?,24.88,92
17.76,20.38,18.63,12.97,17.47,0.35,?,22.19,83
35.5,18.8,17.01,12.69,19.11,0.37,?,22.63,84
50.09,14.59,27.25,13.13,19.81,0.37,?,24.48,104
66.12,23.12,27.52,18.35,34.54,0.6,7.13,30.45,131
80.94,26.98,21.39,22.31,50.34,0.61,6.62,29.26,165
75.4,50.72,38.55,23.52,54.37,0.43,6.08,34.06,176
89.38,37.45,29.45,18.61,41.19,0.45,7.17,40.26,172
74.2,21.1,26.08,8.59,44.1,0.3,6.64,38.44,137
68.47,25.43,28.66,14.66,50.15,0.46,3.46,32.9,131
63.41,22.86,25.2,12.1,39.12,0.43,2.94,30.1,132
69.45,22.75,26.09,11.47,31.36,0.2,5.81,34.34,115
76.81,24.88,28.99,14.09,39.43,0.19,11.7,35.79,151
75.73,15.35,24.45,13.8,37.22,0.27,11.96,36.81,180
79.81,14.82,27.44,12.19,31.48,0.33,13.91,38.67,183
70.98,17.2,25.61,14.27,35.37,0.32,22.29,34.44,193
102.2,20.71,24.51,14.05,41.02,0.24,24,35.32,224
107.63,33.9,27.06,17.82,50.93,0.24,23.51,31.11,268
105.88,23,31.67,13.81,56.42,0.26,7.6,30.89,253
104.45,25.09,30.92,14.22,64.21,0.25,6.57,29.67,208
106.85,21.91,31.1,12.39,44.32,0.33,7.65,35.14,211
137.42,31.87,29.16,14.41,45.28,0.33,9.36,37.98,246
147.07,67.91,30.14,23.78,55.52,0.37,14.64,42.39,319
147.83,41.91,30,15.25,44.61,0.33,14.31,37.15,317
152.61,48.82,58.53,40.14,51.88,1.02,23.09,30.49,310
121.7,48.01,57.08,49.91,42.92,1.36,17.44,30.46,313
152.16,66.01,63.15,55.52,44.57,1.05,27.42,35.86,310
176.17,55.94,53.51,53.32,50.7,1.18,22.15,36.35,336
426.52,56.28,54.76,47.28,48.79,1.06,36.85,41.14,497
213.12,42.71,50.13,49.3,50.8,1.46,20.55,34.52,404
146.01,54.57,55.88,31.89,45.72,0.93,24.42,34.88,338
163.35,89.4,64.25,63.05,48.44,1.45,27.79,52.91,327
188.24,72.71,81.33,87.22,53.82,1.51,23.19,86.13,366
203.03,56.81,80.62,57.55,55.14,1.01,23.77,106.16,357
178.91,56.9,90.56,63.21,61.45,1.15,24.12,99.71,328
167.54,26.14,65.44,52.4,48.68,0.98,21.24,82.93,345
198.37,35.39,84.45,60.5,51.2,0.9,27.88,110.71,379
187.82,28.91,60.61,57.94,50.6,1.16,25.08,83.99,362
196.37,41.29,69.51,64.94,52.67,1.47,23.68,88.38,340
211.64,65.55,53.08,75.68,64.28,1.84,19.36,65.34,366
179.17,29.65,46.83,43.9,47.36,1.13,16.01,56.79,344
160.69,26.09,47.7,56.86,49.88,1.4,17.19,61.91,305
168.16,45.29,46.49,60.96,53.2,1.31,15.29,62.16,310
190.33,45.11,47.28,74.75,52.75,1.83,18.87,73.16,345
209.61,65.25,60.56,97.76,61.8,2.33,19.55,86.74,370
216.53,64.5,57.27,96,65.81,1.94,18.74,72.82,377
517.93,51.67,65.17,103.77,91.87,2.37,15.29,56.06,532
639.19,55.83,77.51,104.65,82.96,2.74,20.46,55.51,675
495.9,54.71,81.67,104.52,74.84,2.37,15.68,86.62,677
370.73,55.07,80.73,109.98,84.1,2.45,17.84,104.94,597
363.77,78.16,78.61,117.92,90.64,2.32,17.8,95.54,471
465.08,66.78,70.1,104.82,73.63,2.44,13.94,88.03,613
354.56,65.36,65.77,105.48,73.85,2.33,15.58,94.42,561
254.36,34.12,56.46,75.36,55.71,1.74,13.67,69.5,444
192.04,36.7,57.85,79.14,48.83,1.64,19.24,60.28,378
191.57,38.61,53.86,82.34,50.06,1.55,22.89,62.01,357
150.79,32.01,47.38,70.95,45.56,1.51,16.32,47.92,330
143.51,20.23,43.91,50.62,38.55,1.16,13.3,37.68,309
128.65,19.58,45.6,55.24,34.83,1.2,15.12,47.8,297
171.34,24.44,52.73,64.19,36.28,1.3,13.7,54.08,329
178.08,32.84,54.75,75.18,40.58,1.52,15.02,57.13,341
177.41,30.75,54.64,74.09,40.37,1.51,18.13,57.6,348
175.56,34.73,55.04,70.15,40.03,1.55,18.32,54.34,340
187.97,44.24,64.15,82.97,44.62,1.65,19.2,54.02,348
185.31,45.12,76.48,88,47.81,1.74,17.95,48.1,347
224.37,77.85,67.6,101.44,63.81,1.97,21.01,44.82,368
198.34,45.64,68.93,87.3,52.5,1.64,18.95,41.09,382
167.74,61.44,62.53,93.71,60.94,1.76,19.39,34.78,360
215.17,109.88,75.37,132.94,83.31,2.31,20.1,40.91,359
219.84,71.11,57.73,108.26,77.53,2.11,16.83,44.4,388
190.45,61.21,56.83,94.55,65.47,1.83,17.59,31.62,377
208.87,80.33,65.66,102.69,92.4,2.1,20.17,36.62,356
240.87,67.41,65.83,99.76,85.25,2.28,19.92,37.61,384
261.82,74.66,65.49,101.07,90.28,2.49,20.17,32.64,415
230.56,61.13,64.61,104.85,71.16,2.41,18.29,50.69,404
120.91,23.19,51.02,68.08,45.92,1.65,20.88,43.68,330
88.95,24.67,45.83,39.33,36.04,1.49,18.17,41.43,215
115.08,23.86,53.85,3.63,41.49,1.56,21.69,50.26,220
165.76,60.14,70.14,9.06,57.73,1.77,24.22,68.58,312
230.34,102,83.94,16.38,77.11,2.18,25.97,90.07,389
218.87,97.35,71.25,13.13,86.87,2.28,24.39,66.07,406
109.18,22.41,45.94,3.04,50.54,1.51,11.71,38.75,280
134.99,20.14,40.27,2.59,48.27,1.34,10.81,46.28,263
126.67,19.4,36.59,2.33,46.26,1.31,11.18,42.19,276
127.57,20.33,34.73,3.26,42.56,1.28,9.69,38.04,292
100.72,17.77,29.84,2.87,39.74,1.06,4.98,23.98,228
95.58,17.4,37.37,2.44,35.36,1.2,12.68,36.4,195
115.19,20.4,45.8,2.15,45.71,1.28,16.97,45.37,223
168.33,35.44,54.84,4.37,56.27,1.48,23.03,49.68,291
283.24,44.05,66.41,5.96,78.25,1.91,25,67.35,378
293.14,32.3,61.63,3.57,72.97,1.45,22.54,66.06,467
157.72,22.11,50.73,2.69,55.36,1.17,20.47,48.84,370
117.72,31.51,50.97,3.61,51.89,1.54,19.95,43.85,253
203.18,79.8,66.65,9.75,73.83,1.74,23.73,59.85,309
259,61.55,58.92,7.06,68.61,1.68,23.76,56.1,398
224.42,46.41,57.6,6.18,62.83,1.57,22.1,38.93,372
224.27,58.71,65.61,9.76,71.71,1.69,23.17,58.98,379
249.17,80.57,70.25,11.62,79.07,1.86,25.51,66,398
227.28,70.6,59.7,10.69,68.22,1.7,25.54,61.36,399
273.56,69.31,60.4,15.32,75.04,1.96,21.01,61.73,421
306.17,83.77,66.97,23.13,83.55,1.95,17.97,76.45,451
303.41,62.76,63.92,11.79,73.16,1.8,18.58,68.75,462
277.48,31.26,53.73,4.26,55.61,1.52,12.43,68.68,439
217.01,37.98,52.24,2.87,50.81,1.29,10.28,54.94,405
248.54,35.56,61.57,4.24,55.17,1.36,14.42,66.31,394
240.42,38.73,54.8,4.57,51.36,1.38,13.2,48.57,398
252.57,65.27,59.12,8.53,63.78,1.59,18.15,39.65,403
191.66,26.49,47.02,4.99,50.09,1.3,16.27,57.39,384
152.98,37.51,51.6,5.28,47.52,1.33,17.15,54.55,314
233.1,62.59,66.19,10.36,58.65,1.54,21.82,66.79,373
186.26,34.44,60.21,3.98,48.38,1.4,18.98,58.51,366
154.64,30.06,63.57,3.47,47.42,1.47,17.4,56.22,318
168.87,40.02,65.3,3.73,55.07,1.56,24.03,62.37,306
230.5,68.69,61.28,3.2,75.88,2.12,24.28,75.14,370
191.47,36.32,54.37,1.87,55.35,1.72,22.47,64.8,365
177.71,32.47,52.51,2.15,54.6,1.42,19.12,59.73,352
133.56,31.78,46.86,3.92,43.23,1.36,19.06,54,278
235.06,44.3,47.86,34.61,52.37,1.61,14.48,64.1,350
276.25,48.32,55.08,85.75,59.73,2.04,21.02,72.89,411
253.7,41.26,49.45,81.11,63.31,1.82,22.27,73.6,451
152.33,21.5,38.87,53.34,66.51,1.31,14.45,43.18,351
153.61,33.93,44.09,63.87,63.25,1.51,16.91,41.49,310
202.11,54.86,56.45,72.5,63.15,1.87,21.64,68.33,362
160.79,25.98,47.26,67.65,51.07,1.43,14.25,48.67,343
130.16,25.05,35.33,56.27,43.08,1.32,11.9,42.04,286
111.75,24.28,40.13,48.6,40.74,1.37,6.84,43.99,267
128.45,28.91,38.17,57.6,44.28,1.43,7.99,44.09,263
155.2,34.29,45.14,60.99,46.22,1.4,7.94,56.12,284
150.96,41.85,47.6,73.57,45.66,1.85,10.26,54.01,334
162.48,45.81,54.51,74.45,44.78,1.96,12.61,60.56,332
126.84,23.71,47.59,51.3,38.68,2,14.47,56.85,300
123.48,22.07,45.46,48.06,39.32,2.52,11.35,53.7,271
157.33,38.37,63.88,67.65,46.95,1.62,18.67,60.7,293
140.35,34.69,54.28,71.59,52.36,1.49,12.25,52.12,318
115.05,27.97,51.46,64.81,46.26,1.29,14.2,52.29,277
133.8,22.5,46.74,56.52,45.13,1.3,13.2,52.23,284
163.6,42.64,63.42,78.45,45.41,1.33,14.77,43.11,313
143.29,28.45,56.51,67.62,44.96,1.21,14.94,41.11,324
131.49,26.04,54.53,55.33,43.31,1.18,14.58,49.34,287
186.19,66.23,74.83,86.77,47.89,1.75,13.8,45.91,334
203.33,56.38,74.5,84.22,49.6,1.7,14.35,49.11,375
209.7,71.59,99.06,86.85,47.52,2.55,13.77,53.31,378
148.13,57.19,62.4,82.24,51.43,1.56,14.45,43.54,350
72.36,16.51,33.08,42.62,46.64,0.97,8.58,37.47,218
103.93,37.45,46.48,72.84,50.89,1.21,10.25,38.83,189
76.92,16.31,34.92,44.75,40.88,0.96,9.03,38.43,217
94.49,16.78,38.54,47.11,44.48,1.03,11.47,40.95,189
123.19,24.78,48.33,60.03,49.81,1.21,12.49,38.4,248
127.8,24.55,49.9,60.9,49.73,1.27,15.01,44.13,277
127.27,35.15,50.94,67.43,45.32,1.36,12.17,45.75,284
172.55,68.88,71.76,88.37,46.22,1.96,15.25,49.74,321
167.16,56.44,68.29,87.59,49.25,1.89,14.53,51.27,335
172.99,72.82,92.54,94.31,49.47,2.42,13.97,57.47,347
159.67,59.65,66.4,90.58,55.72,1.8,15.89,47.69,333
163.75,59.63,70.77,92.54,59.64,1.81,16.26,48.62,331
164.2,47.09,62.66,80.95,62.61,1.52,15.09,55.26,347
106.26,25,42.88,59.15,50.57,1,14.34,43.87,317
67.27,14.44,33.59,43.27,41.83,0.88,9.64,43.19,170
85.53,24.54,43.12,56.44,43.85,1.15,10.72,40.51,167
143.25,42.48,52.5,78.41,53.64,1.47,14.52,46.16,274
120.71,45.93,51.74,79.9,49.29,1.43,14.9,40.69,293
139.18,46.05,50.64,78.23,48.86,1.64,11.52,45.55,300
98.25,26.84,41.07,59.03,44.26,1.18,12.93,38.38,244
79.83,25.27,39.02,56.08,39.35,0.99,12.95,34.95,205
76.96,24.87,39.58,56.62,38.32,0.99,12.7,40.45,180
75.45,15.1,37.92,44.67,34.56,0.94,12.99,44.99,170
87.62,25.71,45.6,54.4,36.46,1.11,13.23,45.24,192
139.88,60.76,79.5,82.26,43.35,1.84,16.98,57.76,262
134.76,45.51,65.86,75.45,46.02,1.64,18.68,52.43,316
75.67,16.27,39.85,47.05,39.35,0.95,14.8,41.74,207
88.3,23.14,41.81,55.86,39.62,1.08,15.41,46.28,179
105.29,28.38,45.32,65.27,42.8,1.18,17.48,44.49,236
109.22,41.54,56.5,73.67,42.23,1.54,17.22,43.79,241
116.62,60.02,64.82,87.49,40.47,1.63,17.39,48.03,287
108.98,36.34,48.86,66.89,43.23,1.23,16.08,37.77,314
111.67,27.56,41.48,62.19,42.2,1.09,16.61,43.04,269
81.57,21.81,32.61,44.69,33.72,1.09,13.63,37.89,218
82.15,18.88,31.72,41.03,30.32,1.2,17.22,45.83,177
81.93,28.38,43.85,62.83,37.7,1.1,16.95,44.89,177
109.99,44.27,55.71,82.08,44.26,1.42,20.52,51.95,224
133.53,30.35,45.33,66.03,49.85,1.36,24.36,52.82,302
83.4,13.53,33.49,41.53,42.95,1,17.14,45.99,226
64.2,14.86,34.53,42.49,34.91,0.89,12.75,46.6,171
78.4,15.2,37.32,44.39,35.84,0.91,14.56,50.02,183
85.34,11.77,34.66,41.31,37.35,0.96,15.57,54.47,202
85.9,19.04,41.2,51.42,36.49,1.06,16.28,52.72,203
111.26,42.38,60.75,76,37.92,1.52,18.5,49.55,246
117.78,55.87,71.04,79.52,37.48,1.74,16.27,57.85,293
95.98,17.1,41.56,49.23,37.18,1.01,16.53,57.43,238
96.45,21.45,45.84,58.22,37.57,1.11,15.95,58.75,234
101.59,25.6,44.76,57.92,42.4,1.17,16.59,67.56,269
75.14,15.98,37.97,46.42,37.86,1.01,14.13,68.76,217
96.38,26.07,48.52,64.03,43.29,1.22,16.54,64.33,217
101.18,27.42,51.63,66.35,45.56,1.28,17.36,67.6,239
111.82,32.79,52.51,69.5,50.48,1.44,16.58,65.46,244
152.56,43.18,60.24,76.02,49.53,1.76,19.67,64.73,329
100.5,25.66,44.92,62.14,43.35,1.42,19.96,54.04,271
48.46,18.92,36.94,50.39,42.48,1.12,10.48,54.42,170
50.27,13.22,34.29,41.32,44.48,1.09,10.5,56.29,142
49.56,24.07,39.45,53.81,44.12,1.35,10.77,42.76,133
93.89,35.24,45.16,65.04,52.07,1.57,12.65,60.94,205
48.61,16.25,32.33,41.68,39.88,0.99,11.21,46.34,179
46.21,20.89,40.94,49.98,33.55,1.3,10.07,48.2,135
83.96,34.37,54.68,64.81,36.1,1.78,13.37,47.74,201
97.16,42.69,59.41,73.26,39.49,2.12,15.77,47.69,233
107.36,49,67.79,75.59,40.66,2.26,17.56,53.47,240
119.75,51.52,76.17,79.53,46.53,2.51,21.02,55.85,296
81.97,35.67,57.84,69.28,39.2,1.56,13.57,49.19,266
73.44,16.91,40.44,46.57,33.33,1.04,13.29,51.01,216
89.49,27.08,51.78,62.47,35.35,1.19,16.76,53.3,242
100.01,20.62,40.56,49.75,36.14,0.91,15.55,48.98,271
119.24,9.64,30.99,35.73,31.94,0.89,12.08,61.05,444
62.06,9.34,31.63,35.38,29.3,0.85,16.92,60.81,302
76.11,17.48,39.43,43.95,27.09,1.03,12.89,63.78,197
108.64,27.8,57.07,61.05,32.19,1.28,17.01,59.45,242
117.56,46.07,82.47,77.25,31.94,2.02,15.1,48.81,287
142.82,44.46,78.5,78.44,41.32,2.09,17.89,65.07,329
107.47,22.69,49.86,54.16,51.03,1.41,12.96,69.49,351
84.13,11.33,36.11,41.23,44.78,1.14,12.38,75.5,288
89.1,13.32,42.57,48.22,47.69,1.26,16.1,69.07,259
79.3,21.81,46.42,58.38,49.72,1.12,11.9,60.39,221
54.88,11.11,33.37,41.04,44.37,0.81,8.8,65.54,173
66.74,14.43,34.14,42.86,37.69,1.02,7.65,64.55,161
47.25,15.63,31.77,40.96,38.01,1.23,9.52,50.16,167
49.09,11.61,30.44,37.96,38.61,1.17,9.06,59.09,146
74.82,23.26,46.75,55.93,44.85,1.74,11.85,59.48,174
110.48,42.39,53.69,71.2,44.57,2.05,14.61,57.57,280
111.95,42.33,54.75,76.02,45.99,2.2,16.31,57.48,243
61,10.01,27.66,32.84,27.14,1.31,6.97,61.42,252
71.99,19.68,46.09,56.74,43.68,1.46,12.35,53.1,168
93.45,28.94,52.15,68.21,53.84,2.41,12.02,57.78,218
132.39,35.51,65.41,75.54,51.67,2.73,16.58,65.24,292
144.33,45.32,74.13,88.45,65.63,3.2,17.75,67.9,330
80.64,17.22,31.22,44.1,59.34,2.1,11.48,67.88,285
49.22,13.4,40.3,41.85,46.61,2.05,11.3,56.2,174
67.23,13.34,39.81,43.92,49.62,1.91,11.9,62.52,173
78.74,16.47,41.79,45.65,43.11,1.11,9.25,54.41,194
105.99,17.3,44.14,44.55,45.08,0.85,13.61,70.39,240
96.96,27.74,53.88,63.16,54.12,1.07,13.97,58.67,254
103.98,49.67,65.52,81.75,55.99,1.46,12.48,57.66,270
83.66,20.35,45.88,50.04,45.4,1.08,12.65,55.77,231
71.25,14.16,42.68,48.33,41.07,0.91,12.73,60.27,208
91.16,28.41,59.07,60.5,40.31,1.17,15.56,59.41,207
129.23,53.83,77.28,86.18,46.95,1.66,17.57,59.46,306
114.13,37.09,57.51,67.13,51.03,1.34,17.78,53.43,303
83.88,42.75,59.34,63.04,36.45,1.31,12.73,48.95,260
103.02,41.7,64.88,61.71,37.33,1.47,14.9,49.85,244
97.37,31.92,58.31,57.05,35.05,1.1,11.59,56.75,268
117.56,29.36,54.01,57.51,48.36,1.33,15.54,59.11,276
112.6,41.22,60.34,66.84,51.9,1.4,11.93,59.1,303
65.76,13.19,33.21,42.64,54.38,0.95,8.58,59.9,272
71.99,14.54,40.76,44.17,50.49,1,9.71,50.6,223
79.98,8.65,30.14,33.87,48.38,0.81,8.24,58.87,196
52.6,12.65,29.28,35.13,41.24,0.98,9.08,60.12,183
59.52,16.93,31.51,43.09,43.82,0.84,7.79,57.87,154
64.42,14.32,30.68,38.57,49.08,0.81,8.14,57.03,170
61.72,9.58,27.67,32.62,43.21,0.82,7.51,48.46,160
57.68,8.99,31.11,33.05,39.58,0.88,9.34,48.47,146
73.77,10.21,33.8,37.99,40.17,0.96,10.1,60.18,166
76.78,9.8,31.27,36.1,46.72,0.95,7.75,54.22,180
52.79,10.94,27.39,36.36,40.4,0.9,6.41,41.95,153
67.02,16.94,34.23,38.52,49.24,0.93,7.35,45.16,153
73.22,11.9,34.85,35.75,48.15,0.9,6.94,46.66,186
141.28,11.06,31.72,34.01,40.05,0.87,8.73,37.85,285
261.77,11.58,25.75,30.62,32.58,0.77,6.91,27.45,453
225.49,11.75,25.37,29.01,27.3,0.72,7.22,43.38,522
